"","Reporting_Year...Année","NPRI_ID...No_INRP","Facility_Name...Installation","Company_Name...Dénomination_sociale_de_l.entreprise","NAICS...Code_SCIAN","Province...Province","CAS_Number...No_CAS","Substance.Name..English....Nom.de.substance..Anglais.","Substance.Name..French....Nom.de.substance..Français.","Group..English....Groupe..Anglais.","Group..French....Groupe..Français.","Category..English....Catégorie..Anglais.","Category..French....Catégorie..Français.","Quantity...Quantité","Units...Unités","Estimation_Method...Méthode_d.estimation"
"4151",2007,6380,"USINE D'ÉPURATION","RÉGIE D'ASSAINISSEMENT DES EAUX DE LA VALLÉE DU RICHELIEU",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",116.997,"tonnes","M3"
"4152",2007,6380,"USINE D'ÉPURATION","RÉGIE D'ASSAINISSEMENT DES EAUX DE LA VALLÉE DU RICHELIEU",221320,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",5.018,"tonnes","M3"
"4153",2007,6381,"STATION D'ÉPURATION DES EAUX USÉES","RÉGIE INTERMUNICIPALE D'ASS. DES EAUX ROSEMÈRE ET LORRAINE",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",89,"tonnes","M3"
"4154",2007,6382,"STATION ÉPURATION ST-NICOLAS","VILLE DE LÉVIS",221320,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.11,"tonnes","M3"
"4155",2007,6382,"STATION ÉPURATION ST-NICOLAS","VILLE DE LÉVIS",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",43.1,"tonnes","M3"
"4156",2007,6383,"ÉTANGS AÉRÉS SECTEUR DESJARDINS","VILLE DE LÉVIS",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",232,"tonnes","O"
"4157",2007,6383,"ÉTANGS AÉRÉS SECTEUR DESJARDINS","VILLE DE LÉVIS",221320,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",17.9,"tonnes","O"
"4158",2007,6384,"USINE D'ÉPURATION RÉGIONALE","VILLE DE GATINEAU",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",360.677,"tonnes","M3"
"4159",2007,6385,"SITE DE TRAITEMENT DES EAUX USÉES DU SECTEUR GRAND-MÈRE","VILLE DE SHAWINIGAN",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",42.782,"tonnes","O"
"4160",2007,6388,"STATION D'ÉPURATION ST-JÉRÔME","VILLE DE SAINT-JÉRÔME",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",245.25,"tonnes","O"
"4161",2007,6389,"STATION D'ÉPURATION MASCOUCHE-LACHENAIE","RÉGIE D'ASSSAINISSEMENT MASCOUCHE-LACHENAIE",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",134.75,"tonnes","O"
"4162",2007,6391,"FIBRE DE VERRE SHERBROOKE INC.","FIBRE DE VERRE SHERBROOKE INC.",326198,"QC","100-42-5","Styrene","Styrène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","C"
"4163",2007,6391,"FIBRE DE VERRE SHERBROOKE INC.","FIBRE DE VERRE SHERBROOKE INC.",326198,"QC","100-42-5","Styrene","Styrène","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0,"tonnes","C"
"4164",2007,6391,"FIBRE DE VERRE SHERBROOKE INC.","FIBRE DE VERRE SHERBROOKE INC.",326198,"QC","100-42-5","Styrene","Styrène","Releases to Water","Rejets dans les plans d'eau","Leaks","Fuites",0,"tonnes","C"
"4165",2007,6392,"STATION DE TRAITEMENT DES EAUX USÉES","RÉGIE DE TRAITEMENT DES EAUX USÉES DE DEUX-MONTAGNES",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",72.02,"tonnes","M3"
"4166",2007,6441,"DIVISION DRUMMONDVILLE","COVERIGHT SURFACES CANADA (QUÉBEC) INC",322299,"QC","50-00-0","Formaldehyde","Formaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","C"
"4167",2007,6471,"USINE D'ÉPURATION DES EAUX USÉES","VILLE DE SAINTE-JULIE",221320,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",6.846,"tonnes","O"
"4168",2007,6471,"USINE D'ÉPURATION DES EAUX USÉES","VILLE DE SAINTE-JULIE",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",83.968,"tonnes","O"
"4169",2007,6498,"USINE D'ÉPURATION DES EAUX DE EAST ANGUS","VILLE DE EAST ANGUS",221320,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.51,"kg","M3"
"4170",2007,6498,"USINE D'ÉPURATION DES EAUX DE EAST ANGUS","VILLE DE EAST ANGUS",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",6.8,"tonnes","M3"
"4171",2007,6498,"USINE D'ÉPURATION DES EAUX DE EAST ANGUS","VILLE DE EAST ANGUS",221320,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.946,"tonnes","O"
"4172",2007,6498,"USINE D'ÉPURATION DES EAUX DE EAST ANGUS","VILLE DE EAST ANGUS",221320,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",3.63,"tonnes","M3"
"4173",2007,6498,"USINE D'ÉPURATION DES EAUX DE EAST ANGUS","VILLE DE EAST ANGUS",221320,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",16.18,"kg","M3"
"4174",2007,8508,"USINE ÉPURATION EAUX USÉES (DOMESTIQUES) ÉTANGS AÉRÉS","VILLE DE MATANE",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",57,"tonnes","O"
"4175",2007,8518,"USINE D'ÉPURATION","VILLE DE VAL-D'OR",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.106,"tonnes","M3"
"4176",2007,8518,"USINE D'ÉPURATION","VILLE DE VAL-D'OR",221320,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",7.882,"tonnes","M3"
"4177",2007,8519,"USINE CAMFLO INC","MINES RICHMONT INC",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.2,"kg","M3"
"4178",2007,8540,"STATION D'ÉPURATION DES EAUX USÉES","VILLE DE BOISBRIAND",221320,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.25,"tonnes","M3"
"4179",2007,8540,"STATION D'ÉPURATION DES EAUX USÉES","VILLE DE BOISBRIAND",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",75.05,"tonnes","M3"
"4180",2007,8567,"STATION D'ÉPURATION","VILLE DE CHIBOUGAMAU",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",15.226,"tonnes","M3"
"4181",2007,8570,"STATION D'ÉPURATION VILLE DE MONTMAGNY","VILLE DE MONTMAGNY",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",36,"tonnes","M3"
"4182",2007,8575,"ÉTANGS ROUYN-NORANDA","VILLE DE ROUYN-NORANDA",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",47.253,"tonnes","M3"
"4183",2007,8588,"COFLEX","COFLEX PACKAGING",326198,"QC","78-93-3","Methyl ethyl ketone","Méthyléthylcétone","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","O"
"4184",2007,8588,"COFLEX","COFLEX PACKAGING",326198,"QC","78-93-3","Methyl ethyl ketone","Méthyléthylcétone","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0,"tonnes","O"
"4185",2007,8588,"COFLEX","COFLEX PACKAGING",326198,"QC","78-93-3","Methyl ethyl ketone","Méthyléthylcétone","Releases to Water","Rejets dans les plans d'eau","Leaks","Fuites",0,"tonnes","O"
"4186",2007,8600,"CASA BERARDI","MINES AURIZON",212220,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4.218,"tonnes","M3"
"4187",2007,8600,"CASA BERARDI","MINES AURIZON",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4.505,"tonnes","M3"
"4188",2007,8600,"CASA BERARDI","MINES AURIZON",212220,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1,"kg","M3"
"4189",2007,8600,"CASA BERARDI","MINES AURIZON",212220,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",470.81,"kg","M3"
"4190",2007,8600,"CASA BERARDI","MINES AURIZON",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4.11,"kg","M3"
"4191",2007,8610,"DIVISION BEAUFOR","MINES RICHMONT INC",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.097,"tonnes","M3"
"4192",2007,8610,"DIVISION BEAUFOR","MINES RICHMONT INC",212220,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",5.49,"tonnes","M3"
"4193",2007,8624,"MINE MOUSKA","GESTION IAMGOLD-QUÉBEC INC.",212220,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",6.5,"tonnes","M3"
"4194",2007,8624,"MINE MOUSKA","GESTION IAMGOLD-QUÉBEC INC.",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",6.15,"tonnes","M3"
"4195",2006,99,"DIVISION LARONDE","LES MINES AGNICO-EAGLE",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.008,"kg","C"
"4196",2006,99,"DIVISION LARONDE","LES MINES AGNICO-EAGLE",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",16,"tonnes","C"
"4197",2006,271,"USINE PONTIAC","EMBALLAGES SMURFIT-STONE CANADA",322112,"QC","75-07-0","Acetaldehyde","Acétaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.41,"tonnes","E2"
"4198",2006,271,"USINE PONTIAC","EMBALLAGES SMURFIT-STONE CANADA",322112,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.353,"tonnes","M3"
"4199",2006,271,"USINE PONTIAC","EMBALLAGES SMURFIT-STONE CANADA",322112,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.959,"tonnes","E1"
"4200",2006,271,"USINE PONTIAC","EMBALLAGES SMURFIT-STONE CANADA",322112,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",43,"kg","E1"
"4201",2006,271,"USINE PONTIAC","EMBALLAGES SMURFIT-STONE CANADA",322112,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",26.235,"tonnes","M1"
"4202",2006,271,"USINE PONTIAC","EMBALLAGES SMURFIT-STONE CANADA",322112,"QC","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",20,"kg","E1"
"4203",2006,271,"USINE PONTIAC","EMBALLAGES SMURFIT-STONE CANADA",322112,"QC","67-66-3","Chloroform","Chloroforme","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.01,"tonnes","E1"
"4204",2006,271,"USINE PONTIAC","EMBALLAGES SMURFIT-STONE CANADA",322112,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",49.847,"tonnes","M3"
"4205",2006,271,"USINE PONTIAC","EMBALLAGES SMURFIT-STONE CANADA",322112,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"kg","M3"
"4206",2006,271,"USINE PONTIAC","EMBALLAGES SMURFIT-STONE CANADA",322112,"QC","7783-06-04","Hydrogen sulphide","Sulfure d'hydrogène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.423,"tonnes","M3"
"4207",2006,271,"USINE PONTIAC","EMBALLAGES SMURFIT-STONE CANADA",322112,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",12.88,"tonnes","M3"
"4208",2006,322,"GENERAL DYNAMIC OTS-CANADA VALLEYFIELD INC.","GENERAL DYNAMIC OTS-CANADA",325920,"QC","55-63-0","Nitroglycerin","Nitroglycérine","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.8,"tonnes","E1"
"4209",2006,747,"STATOILHYDRO CANADA LTD","STATOILHYDRO",331410,"QC","118-74-1","Hexachlorobenzene","Hexachlorobenzène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",NA,"grams","M3 BL"
"4210",2006,747,"STATOILHYDRO CANADA LTD","STATOILHYDRO",331410,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.02,"tonnes","M3"
"4211",2006,747,"STATOILHYDRO CANADA LTD","STATOILHYDRO",331410,"QC","7647-01-0","Hydrochloric acid","Acide chlorhydrique","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0.002,"tonnes","M1"
"4212",2006,929,"USINE DE GATINEAU","BOWATER",322122,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.026,"tonnes","M3"
"4213",2006,929,"USINE DE GATINEAU","BOWATER",322122,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","M3"
"4214",2006,929,"USINE DE GATINEAU","BOWATER",322122,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",36.09,"kg","M3"
"4215",2006,929,"USINE DE GATINEAU","BOWATER",322122,"QC","7664-93-9","Sulphuric acid","Acide sulfurique","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","O"
"4216",2006,929,"USINE DE GATINEAU","BOWATER",322122,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",38.863,"tonnes","M3"
"4217",2006,929,"USINE DE GATINEAU","BOWATER",322122,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",22.762,"tonnes","M3"
"4218",2006,929,"USINE DE GATINEAU","BOWATER",322122,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",13.88,"tonnes","M3"
"4219",2006,979,"COMPAGNIE ABITIBI CONSOLIDATED, DIVISION KÉNOGAMI","ABITIBI CONSOLIDATED OF CANADA",322111,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","M3"
"4220",2006,979,"COMPAGNIE ABITIBI CONSOLIDATED, DIVISION KÉNOGAMI","ABITIBI CONSOLIDATED OF CANADA",322111,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",19.93,"kg","M3"
"4221",2006,979,"COMPAGNIE ABITIBI CONSOLIDATED, DIVISION KÉNOGAMI","ABITIBI CONSOLIDATED OF CANADA",322111,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",7.118,"tonnes","M3"
"4222",2006,979,"COMPAGNIE ABITIBI CONSOLIDATED, DIVISION KÉNOGAMI","ABITIBI CONSOLIDATED OF CANADA",322111,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",22.209,"tonnes","M1"
"4223",2006,979,"COMPAGNIE ABITIBI CONSOLIDATED, DIVISION KÉNOGAMI","ABITIBI CONSOLIDATED OF CANADA",322111,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.07,"tonnes","M1"
"4224",2006,983,"DIVISION ALMA","ABITIBI-CONSOLIDATED DU CANADA",322111,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.018,"tonnes","E2"
"4225",2006,983,"DIVISION ALMA","ABITIBI-CONSOLIDATED DU CANADA",322111,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",8.945,"tonnes","M3"
"4226",2006,983,"DIVISION ALMA","ABITIBI-CONSOLIDATED DU CANADA",322111,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",245.422,"tonnes","M3"
"4227",2006,983,"DIVISION ALMA","ABITIBI-CONSOLIDATED DU CANADA",322111,"QC","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",8.169,"kg","E2"
"4228",2006,983,"DIVISION ALMA","ABITIBI-CONSOLIDATED DU CANADA",322111,"QC","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.414,"kg","M3"
"4229",2006,983,"DIVISION ALMA","ABITIBI-CONSOLIDATED DU CANADA",322111,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",11.526,"kg","M3"
"4230",2006,983,"DIVISION ALMA","ABITIBI-CONSOLIDATED DU CANADA",322111,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",480.863,"tonnes","C"
"4231",2006,983,"DIVISION ALMA","ABITIBI-CONSOLIDATED DU CANADA",322111,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",27.147,"tonnes","M3"
"4232",2006,983,"DIVISION ALMA","ABITIBI-CONSOLIDATED DU CANADA",322111,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",38.012,"kg","M3"
"4233",2006,987,"LA COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, DIVISION BEAUPR","ABITIBI CONSOLIDATED DU CANADA",322121,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.008,"tonnes","E2"
"4234",2006,1143,"MINE GÉANT DORMANT","RESSOURCES CADISCOR",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",7.63,"tonnes","M3"
"4235",2006,1143,"MINE GÉANT DORMANT","RESSOURCES CADISCOR",212220,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",12.362,"tonnes","M3"
"4236",2006,1143,"MINE GÉANT DORMANT","RESSOURCES CADISCOR",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.042,"kg","M3"
"4237",2006,1195,"USINE DE WINDSOR","DOMTAR INC.",322112,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",21.03,"kg","M3"
"4238",2006,1195,"USINE DE WINDSOR","DOMTAR INC.",322112,"QC","75-07-0","Acetaldehyde","Acétaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.66,"tonnes","E2"
"4239",2006,1195,"USINE DE WINDSOR","DOMTAR INC.",322112,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",111.18,"kg","M3"
"4240",2006,1195,"USINE DE WINDSOR","DOMTAR INC.",322112,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4.38,"tonnes","E2"
"4241",2006,1195,"USINE DE WINDSOR","DOMTAR INC.",322112,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",79.24,"tonnes","E2"
"4242",2006,1195,"USINE DE WINDSOR","DOMTAR INC.",322112,"QC","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",21.92,"kg","E2"
"4243",2006,1195,"USINE DE WINDSOR","DOMTAR INC.",322112,"QC","108-10-1","Methyl isobutyl ketone","Méthylisobutylecétone","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",10.57,"tonnes","E2"
"4244",2006,1195,"USINE DE WINDSOR","DOMTAR INC.",322112,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.849,"tonnes","M3"
"4245",2006,1195,"USINE DE WINDSOR","DOMTAR INC.",322112,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",24.7,"kg","M3"
"4246",2006,1195,"USINE DE WINDSOR","DOMTAR INC.",322112,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",35.05,"tonnes","M3"
"4247",2006,1195,"USINE DE WINDSOR","DOMTAR INC.",322112,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.04,"tonnes","M3"
"4248",2006,1195,"USINE DE WINDSOR","DOMTAR INC.",322112,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",54.15,"tonnes","M3"
"4249",2006,1525,"PAPIERS WHITE BIRCHMC - DIVISION PAPIER MASSON LTÉE","PAPIER MASSON LTÉE",0,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",29.1,"tonnes","M3"
"4250",2006,1525,"PAPIERS WHITE BIRCHMC - DIVISION PAPIER MASSON LTÉE","PAPIER MASSON LTÉE",0,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",11.77,"tonnes","C"
"4251",2006,1525,"PAPIERS WHITE BIRCHMC - DIVISION PAPIER MASSON LTÉE","PAPIER MASSON LTÉE",0,"QC","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",72.86,"kg","E1"
"4252",2006,1525,"PAPIERS WHITE BIRCHMC - DIVISION PAPIER MASSON LTÉE","PAPIER MASSON LTÉE",0,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.02,"tonnes","E2"
"4253",2006,1525,"PAPIERS WHITE BIRCHMC - DIVISION PAPIER MASSON LTÉE","PAPIER MASSON LTÉE",0,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",52.04,"kg","E1"
"4254",2006,1528,"PAPIERS FRASER - PÂTES THURSO","PAPIERS FRASER",322112,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",15.97,"tonnes","E2"
"4255",2006,1528,"PAPIERS FRASER - PÂTES THURSO","PAPIERS FRASER",322112,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",14.042,"tonnes","E2"
